"","cycle","state","modeldate","candidate_name","startdate","enddate","pollster","samplesize","population","weight","pct","house_adjusted_pct","trend_and_house_adjusted_pct","tracking","poll_id","question_id"
"64",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44057",44066,"Morning Consult",1541,"lv",0.8652651,49,48.84819,49.91556,"F",68178,127696
"65",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44059",44060,"Redfield & Wilton Strategies",967,"lv",0.8282902,44,45.11135,46.13823,"F",68156,127657
"66",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44064",44066,"Change Research",560,"lv",0.6481425,48,47.92636,49.05305,"F",68207,127744
"67",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44064",44073,"Morning Consult",1567,"lv",0.7512193,49,48.84819,49.98857,"T",68295,127916
"68",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44071",44082,"Benenson Strategy Group/GS Strategy Group",1600,"lv",2.26868,48,47.91197,49.01786,"F",68576,128402
"69",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44072",44073,"East Carolina University",1101,"lv",1.125847,46.6,46.67371,47.85116,"F",68307,127932
"70",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44072",44075,"Fox News/Beacon Research/Shaw & Co. Research",722,"lv",1.331984,50,50.00501,51.18423,"F",68339,128019
"71",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44072",44075,"Monmouth University",401,"lv",0.9082416,48,47.83427,48.98732,"F",68464,128156
"72",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44072",44081,"Morning Consult",2549,"lv",0.9601743,48,47.84831,48.95636,"T",68548,128325
"73",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44072",44087,"Kaiser Family Foundation",1172,"rv",1.67781,45,46.46817,47.55017,"F",69502,129468
"74",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44073",44077,"Redfield & Wilton Strategies",951,"lv",0.6910198,43,44.10795,45.24002,"F",68523,128288
"75",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44075",44104,"SurveyMonkey",3475,"lv",0.5397518,52.21,50.56799,51.45257,"T",70318,131013
"76",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44078",44080,"Change Research",442,"lv",0.5026088,49,48.9263,50.028,"F",68536,128311
"77",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44081",44082,"Rasmussen Reports/Pulse Opinion Research",1000,"lv",1.034299,47.94,48.51437,49.59297,"F",69408,129258
"78",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44083",44085,"Trafalgar Group",1046,"lv",0.6584518,46.1,48.10265,49.15794,"F",69442,129335
"79",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44083",44087,"SSRS",787,"lv",1.120816,49,48.19737,49.22852,"F",69462,129368
"80",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44084",44087,"SurveyUSA",596,"lv",1.198986,47,46.55131,47.5979,"F",69444,129337
"81",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44085",44088,"Suffolk University",500,"lv",1.00103,46.8,47.10757,48.11973,"F",69504,129473
"82",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44085",44090,"Ipsos",586,"lv",0.851409,47,47.50981,48.51365,"F",69662,129867
"83",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44085",44090,"Siena College/The New York Times Upshot",653,"lv",1.382465,45,45.64341,46.64757,"F",69525,129508
"84",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44086",44089,"Redfield & Wilton Strategies",1092,"lv",0.6404983,47,48.11811,49.1132,"F",69545,129563
"85",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44089",44116,"SurveyMonkey",4912,"lv",0.591620118676123,52,50.35776,50.69674,"T",70958,132788
"86",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44089",NA,"SurveyMonkey",5112,"lv",0.0501925,52,50.35776,50.66297,"T",71036,132982
"87",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44090",44092,"Emerson College",717,"lv",1.27042,50.81,50.31351,51.2321,"F",69570,129616
"88",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44090",NA,"SurveyMonkey",5387,"lv",0.0959435,52,50.35776,50.63032,"T",71130,133189
"89",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44091",44094,"Harper Polling",612,"lv",0.9923094,44,45.60521,46.42874,"F",69650,129955
"90",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44092",44094,"Change Research",579,"lv",0.5966712,48,47.92636,48.77554,"F",69684,129906
"91",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44092",44096,"Meredith College",705,"rv",0.7444701,45.7,46.83889,47.67994,"F",70010,130412
"92",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44092",44099,"University of Massachusetts Lowell",921,"lv",1.369749,47.5,47.82693,48.58702,"F",70044,130466
"93",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44092",44119,"SurveyMonkey",5735,"lv",0.0493451,52,50.35776,50.59957,"T",71204,133339
"94",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44093",44120,"SurveyMonkey",5989,"lv",0.0483673,52,50.35776,50.5706,"T",71265,133466
"95",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44094",44121,"SurveyMonkey",6100,"lv",0.0469036,52,50.35776,50.54639,"T",71323,133583
"96",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44095",44122,"SurveyMonkey",6225,"lv",0.591620118676123,52,50.35776,50.51808,"T",71405,133745
"97",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44095",44123,"SurveyMonkey",6483,"lv",0.087368,52,50.35776,50.49634,"T",71490,133928
"98",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44096",44099,"YouGov",1213,"lv",1.411611,48,47.99105,48.6738,"F",69992,130352
"99",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44096",44102,"ALG Research",822,"v",0.6241342,50,48.70365,49.34225,"F",70106,130600
"100",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44097",44100,"Redfield & Wilton Strategies",1097,"lv",0.6668124,47,48.11811,48.74291,"F",70124,130651
"101",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44097",44124,"SurveyMonkey",6850,"lv",0.0461326,52,50.35776,50.47496,"T",71592,134140
"102",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44098",44101,"Garin-Hart-Yang Research Group",400,"lv",0.565323,49,47.71228,48.32658,"F",70133,130664
"103",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44098",44125,"SurveyMonkey",7119,"lv",0.0468773,52,50.35776,50.45454,"T",71705,134365
"104",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44099",44126,"SurveyMonkey",7271,"lv",0.591620118676123,52,50.35776,50.43579,"T",71788,134564
"105",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44099",44127,"SurveyMonkey",7530,"lv",0.0723681,52,50.35776,50.3774,"T",71849,134695
"106",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44101",44128,"SurveyMonkey",7620,"lv",0.591620118676123,52,50.35776,50.36425,"T",71916,134830
"107",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44101",44129,"SurveyMonkey",7766,"lv",0.0952857,52,50.35776,50.35212,"T",72001,135004
"108",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44103",44110,"Ipsos",601,"lv",0.7594614,47,47.50981,47.72636,"F",70616,132032
"109",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44104",44109,"Data for Progress",1285,"lv",0.8660193,51,50.00449,50.14535,"F",70657,132125
"110",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44104",44131,"SurveyMonkey",8354,"lv",0.027237,51,49.35719,49.32861,"T",72111,135238
"111",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44105",44132,NA,8720,"lv",0.4078603,52,50.35776,50.32813,"T",72265,135605
"112",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44106",44108,"Change Research",396,"lv",0.4976829,49,48.9263,49.05155,"F",70607,132012
"113",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44106",44108,"East Carolina University",1232,"lv",1.098552,50.4,50.47392,50.62245,"F",70614,132028
"114",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44106",44115,"Morning Consult",1993,"lv",0.9278,50,49.84815,49.86258,"T",70758,132367
"115",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44108",44110,"Redfield & Wilton Strategies",938,"lv",0.4888562,49,50.11975,50.20273,"F",70707,132261
"116",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44111",44115,"RMG Research",800,"lv",0.8106462,47,47.77621,47.7742,"F",70797,132449
"117",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44111",44115,"Susquehanna Polling & Research Inc.",500,"lv",0.6815998,48,48.36422,48.36791,"F",70990,132847
"118",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44111",44117,"Ipsos",660,"lv",0.6602848,48,48.5104,48.49193,"F",70786,132431
"119",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44112",44115,"Monmouth University",500,"lv",1.129217,49.5,49.33411,49.29909,"F",70780,132414
"120",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44112",44115,"SurveyUSA",669,"lv",1.314094,50,49.55013,49.53636,"F",70743,132432
"121",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44113",NA,"Siena College/The New York Times Upshot",627,"lv",1.314971,46,46.64479,46.60834,"F",70998,132861
"122",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44115",44124,"Morning Consult",1904,"lv",0.8454283,50,49.84815,49.77348,"T",71643,134215
"123",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44115",NA,"Civiqs",1211,"lv",1.037819,51,50.05919,50.01477,"F",71070,133032
"124",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44116",44121,"ABC News/The Washington Post",646,"lv",1.407856,49.5,49.22849,49.18126,"F",71441,133793
"125",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44117",NA,"Emerson College",721,"lv",1.202496,49.2,48.7036,48.64693,"F",71161,133223
"126",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44118",44124,"Ipsos",660,"lv",0.6215126,49,49.51072,49.45313,"F",71463,133846
"127",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44119",44122,"Data for Progress",929,"lv",0.6487843,48,47.006,46.95403,"F",71752,134442
"128",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44119",44122,"East Carolina University",1155,"lv",0.9392156,50.6,50.67391,50.6295,"F",71452,133822
"129",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44120",44123,"Change Research",521,"lv",0.5323088,50,49.92628,49.85628,"F",71522,133960
"130",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44120",44123,"Meredith College",732,"lv",0.8143851,48.1,48.35454,48.31055,"F",71746,134425
"131",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44120",44133,"SurveyMonkey",5356,"lv",0.034702,51,49.35719,49.33493,"T",72368,135808
"132",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44121",44124,"Citizen Data",1000,"lv",0.8386342,50.15,49.93648,49.888,"F",72183,135393
"133",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44124",44125,"Rasmussen Reports/Pulse Opinion Research",800,"lv",0.772267,48,48.5744,48.50755,"F",71662,134249
"134",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44124",44126,"Trafalgar Group",1098,"lv",0.5136473,46,48.00235,47.93728,"F",71891,134752
"135",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44124",44127,"YouGov",1022,"lv",1.082115,51,50.99104,50.94944,"F",71889,134747
"136",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44124",44130,NA,911,"lv",1.36006,48,48.32711,48.28825,"F",72207,135447
"137",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44125",44131,"Ipsos",647,"lv",0.6158097,49,49.51072,49.46658,"F",72059,135092
"138",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44126",44129,"Harper Polling",504,"lv",0.8616698,47,48.61436,48.53727,"F",72139,135268
"139",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44127",44130,"SurveyUSA",627,"lv",1.253385,48,47.55069,47.54078,"F",72061,135097
"140",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44127",44130,NA,396,"lv",0.2462258,50.2,49.43082,49.4129,"F",72303,135643
"141",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44127",44131,NA,1034,"lv",2.090692,48,48.64655,48.62294,"F",72215,135476
"142",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44127",44134,"SSRS",901,"lv",1.216466,51,50.19704,50.17222,"F",72418,135883
"143",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44128",44130,"RMG Research",800,"lv",0.8138771,48,48.77704,48.75361,"F",72054,135084
"144",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44128",44131,"Meeting Street Research",600,"lv",0.7014403,48,49.04302,48.99615,"F",72397,135837
"145",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44129",44132,"Marist College",800,"lv",1.611677,52,50.69932,50.71867,"F",72331,135702
"146",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44130",44131,"Gravis Marketing",614,"lv",0.7707279,49,49.5144,49.51551,"F",72153,135302
"147",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44130",44131,"Public Policy",937,"v",0.9492856,51,49.85094,49.84616,"F",72057,135090
"148",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44130",44133,NA,903,"lv",0.9176647,49,49.4188,49.41081,"F",72236,135522
"149",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44131",44132,"East Carolina University",1103,"lv",1.042639,50.32,50.39392,50.39997,"F",72332,135709
"150",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44131",44132,NA,750,"lv",0.868606,45.9,46.51174,46.49648,"F",72321,135682
"151",2020,"North Carolina",44138,"Joseph R. Biden Jr.","44132",44133,NA,800,"lv",0.8310384,47,47.57376,47.56439,"F",72326,135691
"152",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44127",44130,"Swayable",491,"lv",0.2296114,51.9,51.66276,51.64037,"F",72307,135647
"153",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44127",44127,"Gravis Marketing",602,"lv",0.7624036,51,51.23043,51.19273,"F",71824,134618
"154",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44127",44131,"Quinnipiac University",1324,"lv",1.659661,51,49.90831,49.87751,"F",72222,135487
"155",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","43888",43893,"Civiqs",2462,"a",0.9992957,46,46.68612,48.88914,"F",71656,134242
"156",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","43904",43908,"Civiqs",1589,"a",0.7600638,46,46.68612,49.02021,"F",71655,134241
"157",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","43925",43929,"Civiqs",1912,"a",0.9893469,47,47.68723,50.31694,"F",71654,134240
"158",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","43968",43977,"Morning Consult",2120,"lv",1.211936,48,47.83828,49.98344,"T",67801,126887
"159",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","43981",43984,"Civiqs",2045,"a",0.8522091,49,49.68839,51.34432,"F",71653,134239
"160",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","43988",43993,"Civiqs",1221,"a",0.5665522,49,49.68839,51.02766,"F",71652,134238
"161",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","43990",44012,"SurveyMonkey",2184,"lv",0.6113764,50.14,48.82467,50.0032,"F",70459,131313
"162",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44011",44014,"Trafalgar Group",1062,"lv",0.6611881,48,50.44634,51.64483,"F",66997,125183
"163",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44013",44043,"SurveyMonkey",4208,"lv",0.6495393,50.29,48.97462,50.28554,"F",70409,131211
"164",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44021",44025,"Monmouth University",401,"lv",0.9082416,51.5,51.07862,52.36125,"F",67101,125391
"165",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44022",44024,"Change Research",743,"lv",0.6155448,50,50.48972,51.77295,"F",67091,125354
"166",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44027",44028,"Rasmussen Reports/Pulse Opinion Research",750,"lv",0.8990448,51,51.4181,52.69289,"F",67600,126475
"167",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44027",44032,"Spry Strategies",700,"lv",0.7138253,47.02,48.81589,50.07093,"F",67628,126528
"168",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44029",44034,"Hodas & Associates",600,"lv",0.7015365,50.83,51.32417,52.52066,"F",67907,127130
"169",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44029",44038,"Morning Consult",2092,"lv",1.207903,50,49.8381,51.04383,"T",67693,126757
"170",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44030",44032,"Fox News/Beacon Research/Shaw & Co. Research",793,"rv",1.283909,50,50.56985,51.82428,"F",67647,126563
"171",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44031",44033,"Redfield & Wilton Strategies",1016,"lv",0.8434952,48,48.72272,49.95597,"F",67841,126985
"172",2020,"Pennsylvania",44138,"Joseph R. Biden Jr.","44032",44038,"Franklin & Marshall College",667,"rv",0.90144,50,50.98394,52.20291,"F",67836,126979
